"syscode"|"inhoud"|"jaar"|"author"
"466"|"'De internationale bescherming van de rechten van de mens' &amp; 'De Europese bescherming van de rechten van de mens', <span style=\"font-style: italic;\">De Moralist</span>, Vol. 31, No. 150, 1986, pp. 317-322"|"1986"|"DEVUYST, Youri"
"467"|"'De Omzetting van EG-Richtlijnen en de Europeanizering van de Belgische Politiek', <span style=\"font-style: italic;\">Res Publica</span>, Vol. 35, No. 1, 1993, pp. 39-54"|"1993"|"DEVUYST, Youri"
"468"|"'De Verenigde Staten en Europese Gemeenschapsintegratie',<span style=\"font-style: italic;\"> Internationale Spectator</span>, Vol. 14, No. 2, 1991, pp. 86-92"|"1991"|"DEVUYST, Youri"
"469"|"'Development Policy', in M.A.G. van Meerhaeghe (ed.), <span style=\"font-style: italic;\">Belgium and EC Membership Evaluated</span>, Pinter/St.Martin's (EC Membership Evaluated series), 1992, pp. 98-106"|"1992"|"DEVUYST, Youri"
"470"|"'European Community Integration and the United States: toward a New Transatlantic Relationship?', <span style=\"font-style: italic;\">Journal of European Integration</span>, Vol. 14, No. 1, 1990, pp. 5-29"|"1990"|"DEVUYST, Youri"
"471"|"'European Constitution 2004–2005', in Jay Winter and John Merriman (eds.), <span style=\"font-style: italic;\">Europe Since 1914: Encyclopedia of the Age of War and Reconstruction,</span> Charles Scribner's &amp; Sons, 2006, Vol. 2, pp. 1014-1015"|"2006"|"DEVUYST, Youri"
"472"|"'European Unity in Transatlantic Commercial Diplomacy', in Eric Philippart and Pascaline Winand (eds.), <span style=\"font-style: italic;\">Policy-Making in US-EU Relations</span>, Presses Interuniversitaires Européennes – Peter Lang, 2001, pp. 283-312"|"2001"|"DEVUYST, Youri"
"473"|"'GATT Customs Union Provisions and the Uruguay Round: the European Community Experience',<span style=\"font-style: italic;\"> Journal of World Trade</span>, Vol. 26, No. 1, 1992, pp. 15-34"|"1992"|"DEVUYST, Youri"
"474"|"Globalisering en Europese integratie, in Jacobus Delwaide and Gustaaf Geeraerts (eds.), <a href=\"http://www.aspeditions.be/article.aspx?article_id=GLOBAL202R\"><span style=\"font-style: italic;\">Globalisering: interdisciplinair bekeken</span></a>, VUBPress-IES, 2008, pp. 263-286 "|"2008"|"DEVUYST, Youri"
"475"|"'Het Nieuwe Multilateralisme in de Theorie van de Internationale Betrekkingen', <span style=\"font-style: italic;\">Tijdschrift voor Sociale Wetenschappen</span>, Vol. 35, No. 2, 1990, pp. 152-168"|"1990"|"DEVUYST, Youri"
"476"|"'Institutional Aspects of the Treaty establishing a Constitution for Europe' in Servaas Van Thiel, Richard Lewis and Karel De Gucht (eds.), <span style=\"font-style: italic;\">Understanding the European Constitution</span>, VUBPress-IES, 2005, pp. 93-109"|"2005"|"DEVUYST, Youri"
"477"|"'Introductory Note: European Communities-United States: Agreement between the European Communities and the Government of the United States of America on the Application of Positive Comity Principles in the Enforcement of their Competition Laws', in <span style=\"font-style: italic;\">International Legal Materials (American Society for International Law)</span>, Vol. 37, No. 5, 1998, p. 1070"|"1998"|"DEVUYST, Youri"
"478"|"'Introductory Note: European Union: Consolidated Version of the Treaty on European Union and Consolidated Version of the Treaty establishing the European Community', <span style=\"font-style: italic;\">International Legal Materials (American Society for International Law)</span>, Vol. 37, No. 1, 1998, pp. 56-61"|"1998"|"DEVUYST, Youri"
"479"|"'Member State Preferences and the IGC', <span style=\"font-style: italic;\">ECSA Newsletter,</span> Vol. 8, No. 3, 1995, pp. 21-26"|"1995"|"DEVUYST, Youri"
"480"|"'Publieke Opinie en Buitenlands Beleid', <span style=\"font-style: italic;\">Tijdschrift voor Sociale Wetenschappen</span>, Vol. 31, No. 2, 1986, pp. 305-312"|"1989"|"DEVUYST, Youri"
"481"|"'Religion and American Foreign Policy: the Bush-Obama Divide and its Impact on Transatlantic Relations’,<span style=\"font-style: italic;\"> Rivista di Studi Politici Internazionali,</span> Vol. 77, No. 1, 2010, pp. 35-46"|"2010"|"DEVUYST, Youri"
"482"|"'The Belgian Presidency of the Council: A Turning Point Toward a Revitalized European Union?', <span style=\"font-style: italic;\">ECSA Newsletter</span>, Vol. 7, No. 1, 1994, pp. 12-15"|"1994"|"DEVUYST, Youri"
"483"|"'The Community Method after Amsterdam', <span style=\"font-style: italic;\">Journal of Common Market Studies</span>, Vol. 37, No. 1, 1999, pp. 109-120"|"1999"|"DEVUYST, Youri"
"484"|"'The EC's Common Commercial Policy and the Treaty on European Union: An Overview of the Negotiations', <span style=\"font-style: italic;\">World Competition: Law and Economics Review</span>, Vol. 16, No. 2, 1992, pp. 67-80"|"1992"|"DEVUYST, Youri"
"485"|"'The EU – Canada Dialogue: Trend-setting for Rule-Based Global Governance', in Michelle Egan (ed.), <span style=\"font-style: italic;\">Creating a Transatlantic Marketplace: Public Policies and Business Strategies</span>, Manchester University Press, 2005, pp. 175-195"|"2005"|"DEVUYST, Youri"
"486"|"'The European Community and the Conclusion of the Uruguay Round', in Carolyn Rhodes and Sonia Mazey (eds.), <span style=\"font-style: italic;\">The State of the European Union, Vol.3: Building a European Polity?</span>, Lynne Rienner for the European Community Studies Association, 1995, pp. 449-467"|"1995"|"DEVUYST, Youri"
"487"|"'The European Union's Constitutional Order? Between Community Method and Ad Hoc Compromise', <span style=\"font-style: italic;\">Berkeley Journal of International Law, </span>Vol. 18, No. 1, 2000, pp. 1-52"|"2000"|"DEVUYST, Youri"
"488"|"'The European Union's Future. A Preview of the Intergovernmental Conference of 1996', <span style=\"font-style: italic;\">Res Publica</span>, Vol. 38, No. 1, 1996, pp. 21-48"|"1996"|"DEVUYST, Youri"
"489"|"'The European Union's Institutional Balance after the Treaty of Lisbon: Community Method and Democratic Deficit Reassessed', <span style=\"font-style: italic;\">Georgetown Journal of International Law</span>, Vol. 39, No. 2, 2008, pp. 247-325"|"2008"|"DEVUYST, Youri"
"490"|"'The International Dimension of the EC's Antitrust Policy: Extending the Level Playing Field', <span style=\"font-style: italic;\">European Foreign Affairs Review</span>, Vol. 3, No. 4, 1998, pp. 459-479 (reprinted in Ronald A. Brand, <span style=\"font-style: italic;\">Fundamentals of International Business Transactions</span>, Kluwer Law International, 2000, pp. 1151-1160)"|"1998"|"DEVUYST, Youri"
"491"|"'The Treaty of Amsterdam: An Introductory Analysis', <span style=\"font-style: italic;\">ECSA (European Community Studies Association) Review</span>, Vol. 10, No. 3, Fall 1997, pp. 6-14"|"1997"|"DEVUYST, Youri"
"492"|"'The United States and Europe 1992', <span style=\"font-style: italic;\">World Competition: Law and Economics Review</span>, Vol. 13, No. 1, 1989, pp. 29-42"|"1989"|"DEVUYST, Youri"
"493"|"'The United States and the Latin American Debt Crisis', <span style=\"font-style: italic;\">Studia Diplomatica</span>, Vol. 42, No. 1, 1989, pp. 75-96"|"1989"|"DEVUYST, Youri"
"494"|"'Toward a Multilateral Competition Policy Regime?', <span style=\"font-style: italic;\">Global Governance</span> (United Nations University), Vol. 6, No. 3, 2000, pp. 319-338"|"2000"|"DEVUYST, Youri"
"495"|"'Transatlantic Competition Relations', in Mark A. Pollack and Gregory C. Shaffer (eds.), <span style=\"font-style: italic;\">Transatlantic Governance in the Global Economy</span>, Rowman &amp; Littlefield, 2001, pp. 127-151"|"2001"|"DEVUYST, Youri"
"496"|"'Treaty Reform in the European Union: the Amsterdam Process', <span style=\"font-style: italic;\">Journal of European Public Policy,</span> Vol. 5, No. 4, 1998, pp. 615-631"|"1998"|"DEVUYST, Youri"
"497"|"'EU Enlargement and Competition Policy: Where are we Now?', <span style=\"font-style: italic;\">Competition Policy Newsletter</span> (European Commission, DG Competition), No 1, 2002, pp. 3-5"|"2002"|"DEVUYST, Youri, KÄNKÄNEN, Janne, LINDBERG, Patrick, ORSSICH, Irina and ROEBLING, Georg"
"498"|"Torn between two levels. Political parties and incongruent coalitions in Belgium, in Deschouwer &amp; Jans, <a href=\"http://www.aspeditions.be/article.aspx?article_id=POLITI921L&amp;langue=en-gb%20\"><span style=\"font-style: italic;\">Politics beyond the state</span></a> "|"2007"|"DESCHOUWER, Kris & BUELENS, Jo"
"499"|"Sinking the Port Directive. Belgian Trade Unions’ Mobilization against EU Policy, in Deschouwer &amp; Jans, <a href=\"http://www.aspeditions.be/article.aspx?article_id=POLITI921L&amp;langue=en-gb%20\"><span style=\"font-style: italic;\">Politics beyond the state</span></a>  "|"2007"|"DESCHOUWER, Kris & VAN ASSCHE, Martine"
"712"|"Tussen kreten en gefluister. Verkiezingen en verfransing in de Vlaamse Rand, <span style=\"font-style: italic;\">Samenleving en Politiek</span>, november 2006, p. 39-45"|"2006"|"DESCHOUWER, Kris & WILLE, Fanny"
"501"|"The regionalisation of national electoral politics? An explorative analysis of Belgium and Spain, in J. Loughlin &amp; K. Deschouwer, <span style=\"font-style: italic;\">Territorial governance for the 21st century</span>, Koninlijke Vlaamse Academie van België voor Wetenschappen en Kunsten, Brussel, p. 73-87"|"2007"|"DESCHOUWER, Kris"
"502"|"De Belgische federatie, in E. Witte &amp; A. Meynen (red), <span style=\"font-style: italic;\">Inleiding in de eigentijdse Belgische politiek (1945-2005)</span>, Standaard Uitgeverij, p. 395-424"|"2006"|"DESCHOUWER, Kris"
"503"|"Bestuurbaar België? Een politicologische exploratie, in Carl Devos (red), <span style=\"font-style: italic;\">Ménage à trois. Quo vadis Belgica </span>?, Academia Press, Gent, p. 51-74"|"2006"|"DESCHOUWER, Kris"
"504"|"Political parties as multi-level organizations, in Richard Katz &amp; William Crotty (eds), <span style=\"font-style: italic;\">Handbook of party politics</span>, London: Sage Publications, p. 291-300"|"2006"|"DESCHOUWER, Kris"
"505"|"And the peace goes on? Consociational democracy and Belgian politics in the 21st century, in <span style=\"font-style: italic;\">West European Politics</span>, 2006, vol 29, no 5, p. 895-911"|"2006"|"DESCHOUWER, Kris"
"506"|"Ethnic structure, inequality and governance in the public sector in Belgium, in Yusuf Bangura (ed), <span style=\"font-style: italic;\">Ethnic inequalities and public sector governance</span>, Palgrave, Basingstoke, 2006, p. 138-155"|"2006"|"DESCHOUWER, Kris"
"507"|"\"Waartoe dienen boordenknoopjes nog? De informatiecampagne over de nieuwe Belgische staatsstructuur\", <span style=\"font-style: italic;\">Toestanden</span>, 37: 1989, p. 5."|"1989"|"STOUTHUYSEN, Patrick"
"508"|"<a href=\"http://www.aspeditions.be/article.aspx?article_id=VITALE949D&amp;langue=en-gb\"><span style=\"font-style: italic;\">Vitale Steden. Stadslucht Maakt Vrij</span></a>, Brussel, VUBPress  "|"2009"|"STOUTHUYSEN, Patrick (ed.)"
"509"|"‘En dan draaien ze naar rechts, met hun rug naar de politiek’. Bewonersparticipatie in SIF-projecten, <span style=\"font-style: italic;\">Terzake. Praktijkblad over lokaal beleid en samenlevingsopbouw</span>, september 1999, SIF-special, p. 4-5. <br>"|"1999"|"STOUTHUYSEN, Patrick"
"510"|"‘Het moet niet altijd gezellig zijn’. De volgende twintig jaar jeugdbeleid, pp. 161-165, in Gorik Kaesemans, Evert Asselman en Sven Gatz, <span style=\"font-style: italic;\">Aanwakkeren. Wie de jeugd heeft, heeft de stad, wie de stad heeft, heeft de jeugd</span>, VUBPress<br>"|"2005"|"STOUTHUYSEN, Patrick"
"511"|"‘In theorie is iedereen voor internationalisering’. Over de internationalisering van de universiteiten, <span style=\"font-style: italic;\">Facta</span>, 14, september 2006, p. 33."|"2006"|"STOUTHUYSEN, Patrick"
"512"|"‘Kritiese Sociologie’. Over de werkdruk op de universiteiten. <span style=\"font-style: italic;\">Facta</span>, 15, 2007, 3, pp. 23-26."|"2007"|"STOUTHUYSEN, Patrick"
"513"|"‘Net architecten’. Over sociaal-wetenschappelijke tijdschriften, <span style=\"font-style: italic;\">Facta</span>, 12, 1, 2004, p. 9-10."|"2004"|"STOUTHUYSEN, Patrick"
"514"|"‘Van onze correspondent ter plaatse’. Over de berichtgeving over internationale politiek. <span style=\"font-style: italic;\">Facta</span>, 15, 2007, pp. 33-34."|"2007"|"STOUTHUYSEN, Patrick"
"515"|"“Uit de Waanzin. Het alternatief veiligheidsplan van de SP\", <span style=\"font-style: italic;\">Protest</span>, september-october 1983, p. 36-40."|"1983"|"STOUTHUYSEN, Patrick"
"516"|"<span style=\"font-style: italic;\">Adam Smith – Hoe worden landen welvarend</span>, Brussel, VUBPress "|"2009"|"STOUTHUYSEN, Patrick"
"517"|"Adam Smith voor sociologen verklaard, <span style=\"font-style: italic;\">Sociologie Magazine</span>, 17,2, 2009, pp. 34-35."|"2009"|"STOUTHUYSEN, Patrick"
"518"|"Afkopen en wegkijken? De vrijheid van Ayaan Hirsi Ali. <span style=\"font-style: italic;\">Ons Erfdeel,</span> 50, 2007, 1, pp. 172-174."|"2007"|"STOUTHUYSEN, Patrick"
"519"|"<a href=\"http://poli.vub.ac.be/publi/online/Over%20de%20Democratie%20in%20Amerika.pdf\"><span style=\"font-style: italic;\">Alexis de Tocqueville over de Democratie in Amerika</span>.</a> Brussel, VUBPress, 2008 "|"2008"|"STOUTHUYSEN, Patrick"
"520"|"Beleid kan het verschil maken, p.3-5, in Bob Cools, <span style=\"font-style: italic;\">Sociale Huisvesting. Een vergelijkend vierstedenonderzoek rond verdraagzaam samenleven</span>, Politeia, Brussel<br>"|"2004"|"STOUTHUYSEN, Patrick"
"521"|"Beleidsbeïnvloeding binnen het opbouwwerk , in Herman Baert (ed.) <span style=\"font-style: italic;\">Handboek Samenlevingsopbouw in Vlaanderen</span>, die Keure, Brugge, 1999, p. 579-587"|"1999"|"STOUTHUYSEN, Patrick"
"522"|"Bestuurlijke vernieuwing waar burgers beter van worden, <span style=\"font-style: italic;\">Samenleving en Politiek</span>, 6, 1999, 8, p. 1-2."|"1999"|"STOUTHUYSEN, Patrick"
"523"|"Bij gebrek aan substantiële idealen? De afwezigheid van de vrijzinnigen in het politieke debat, <span style=\"font-style: italic;\">Mores</span>, jaargang 44, nr. 216, januari-februari 1999, p. 41-47."|"1999"|"STOUTHUYSEN, Patrick"
"524"|"Bij het einde van het tijdperk van de klassieke vrijzinnigheid. In: Rik Pinxten, <span style=\"font-style: italic;\">De Strepen van de Zebra. Naar een strijdbaar vrijzinnig humanisme</span>, Antwerpen, Houtekiet, 2008, pp. 7-12."|"2008"|"STOUTHUYSEN, Patrick"
"525"|"Botsende beschavingen. Over Samuel P. Huntington, <span style=\"font-style: italic;\">Samenleving en Politiek</span>, 4, 7/1997, p. 32-40."|"1997"|"STOUTHUYSEN, Patrick"
"526"|"Burgerschap: hedendaagse debatten over een klassiek ideaal, Overheid in <span style=\"font-style: italic;\">Beweging</span>, 2, september 1999, 9, p. 1-16."|"1999"|"STOUTHUYSEN, Patrick"
"527"|"Christen-democratie: nog steeds een derde weg? <span style=\"font-style: italic;\">Ons Erfdeel,</span> 49, 2006, pp. 311-315."|"2006"|"STOUTHUYSEN, Patrick"
"528"|"De Belgische politieke partijen in de na-oorlogse periode. In: E. Witte en A. Meynen, <span style=\"font-style: italic;\">De Geschiedenis van België na 1945</span>, Antwerpen, Standaard Uitgeverij, pp. 233-262."|"2006"|"STOUTHUYSEN, Patrick"
"529"|"De democratische revolutie van bovenaf? Over het paars-groene enthousiasme voor volksraadplegingen en interactieve beleidsvoering, <span style=\"font-style: italic;\">Vlaams Marxistisch Tijdschrift,</span> 36, 1, 2002, p. 7-12. <br>"|"2002"|"STOUTHUYSEN, Patrick"
"530"|"Iedereen gastronoom!, in Dillemans (R.), Schramme&nbsp; (A.). <span style=\"font-style: italic;\">Wegwijs cultuur</span>, Leuven, 2006, 320 – 323. <br>"|"2006"|"SCHOLLIERS,  Peter,  ELIAS, Willem, VAN DEN EECKHOUT, Patricia, et.al. "
"531"|"Ministerie van binnenlandse zaken, in Van den Eeckhout (P.), Vanthemsche (G.), editors. Bronnen voor de studie van het hedendaagse België 19e-20e eeuw, Brussel, 1999, 349 - 362. <br>"|"1999"|"VAN DEN EECKHOUT, Patricia & MARÉCHAL, G."
"532"|"The language of a menu (Le Grand Hôtel, Brussels, 1926), <span style=\"font-style: italic;\">Food &amp; History</span>, 2003, 239-247 "|"2003"|"VAN DEN EECKHOUT, Patricia &  SCHOLLIERS, Peter"
"533"|"\"In de wereld ieder zijn recht\". Zoektocht naar de evidenties van alledag, op de werkvloer en daarbuiten, in Art (J.), Denil (B.), Jacobs (M.), eds. <span style=\"font-style: italic;\">Gezocht: het verhaal van Jan Modaal</span>. Acta Colloquium Arbeid en Cultuur, 1800-2000. Gent, 2007, 75-98."|"2007"|"VAN DEN EECKHOUT, Patricia"
"534"|"De werkgeversorganisaties, in Van den Eeckhout, Patricia&nbsp; Vanthemsche (G.), editors. B<span style=\"font-style: italic;\">ronnen voor de studie van het hedendaagse België 19e-20e eeuw</span>. Brussel, 1999, 803 - 826."|"1999"|"VAN DEN EECKHOUT, Patricia  & VANTHEMSCHE, Guy"
"535"|"Inleiding op Bronnen afkomstig van privé-instellingen, in Van den Eeckhout, Patricia&nbsp; Vanthemsche (G.), editors. <span style=\"font-style: italic;\">Bronnen voor de studie van het hedendaagse België 19e-20e eeuw.</span> Brussel, 1999, 685 – 705."|"1999"|"VAN DEN EECKHOUT, Patricia  & VANTHEMSCHE, Guy"
"536"|"De mutualiteiten, in Van den Eeckhout (P.), Vanthemsche (G.), editors. B<span style=\"font-style: italic;\">ronnen voor de studie van het hedendaagse België 19e-20e eeuw.</span> Brussel, 1999, 887 - 902."|"1999"|"VAN DEN EECKHOUT, Patricia  & VERBRUGGEN, P."
"537"|"“1000 zulke biljetten maken meer effect dan 10.000 anderen\". <span style=\"font-style: italic;\">Reclame in de Veldstraat voor de Eerste Wereldoorlog</span>, in Defoort (H.), De Vuyst (W.), eds, Veldstraat Gent, Tielt, 2005, 81-119."|"2005"|"VAN DEN EECKHOUT, Patricia"
"538"|"“De onbewoonbare krotten zijn etterende middens, waar al de ziekten van het sociaal korps gisten”. De kruistocht tegen de krotwoningen in het interbellum, in Kok (J.), Van Bavel (J.), ed. <span style=\"font-style: italic;\">De levenskracht der bevolking. Sociale en demografische kwesties in de Lage Landen tijdens het interbellum</span>. Leuven, Universitaire Pers, 2010, p. 321-353."|"2010"|"VAN DEN EECKHOUT, Patricia"
"70"|"<a href=\"http://poli.vub.ac.be/publi/ContBorders/rus/\"><span style=\"font-style: italic;\">Spornie Granitsi na Kavkaze</span></a>, Moscow, Ves Mir"|"1996"|"COPPIETERS, Bruno (ed)"
"71"|"<a href=\"http://poli.vub.ac.be/publi/ContBorders/eng/\"><span style=\"font-style: italic;\">Contested Borders in the Caucasus</span></a>, Brussels, VUBPress"|"1996"|"COPPIETERS, Bruno (ed)"
"72"|"<span style=\"font-style: italic;\">Kritik einer reinen Empirie. Hegels Jenaer Kommentar zu Montesquieus Theorie des Politischen</span>, Berlin, Akademie Verlag, 1994, 252pp
